questionId,title,titleSlug,isPaidOnly,difficulty,likes,dislikes,categoryTitle,acRate,frontendQuestionId,paidOnly,topicTags,hasSolution,hasVideoSolution,acRateRaw,totalAccepted,totalSubmission,likes ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,Count Student Number in Departments,count-student-number-in-departments,TRUE,Medium,208,34,Database,0.582,580,TRUE,Database;,TRUE,FALSE,58.15807439,52818,90818,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,Shortest Unsorted Continuous Subarray,shortest-unsorted-continuous-subarray,FALSE,Medium,6878,242,Algorithms,0.362,581,FALSE,Array;Two Pointers;Stack;Greedy;Sorting;Monotonic Stack;,TRUE,FALSE,36.2018594,285618,788959,28.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,Kill Process,kill-process,TRUE,Medium,1003,19,Algorithms,0.684,582,TRUE,Array;Hash Table;Tree;Depth-First Search;Breadth-First Search;,TRUE,TRUE,68.39942171,75225,109979,52.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Delete Operation for Two Strings,delete-operation-for-two-strings,FALSE,Medium,4506,68,Algorithms,0.591,583,FALSE,String;Dynamic Programming;,TRUE,FALSE,59.14784556,184392,311749,66.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,Find Customer Referee,find-customer-referee,FALSE,Easy,608,230,Database,0.773,584,FALSE,Database;,TRUE,FALSE,77.31557421,180519,233483,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,Investments in 2016,investments-in-2016,TRUE,Medium,210,226,Database,0.536,585,TRUE,Database;,TRUE,FALSE,53.58735065,36060,67292,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,Customer Placing the Largest Number of Orders,customer-placing-the-largest-number-of-orders,FALSE,Easy,468,28,Database,0.727,586,FALSE,Database;,TRUE,FALSE,72.68876168,117709,161935,16.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,Erect the Fence,erect-the-fence,FALSE,Hard,595,370,Algorithms,0.432,587,FALSE,Array;Math;Geometry;,TRUE,FALSE,43.18560938,25112,58149,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,Design In-Memory File System,design-in-memory-file-system,TRUE,Hard,1253,136,Algorithms,0.487,588,TRUE,Hash Table;String;Design;Trie;,TRUE,FALSE,48.7342988,78644,161371,9.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,N-ary Tree Preorder Traversal,n-ary-tree-preorder-traversal,FALSE,Easy,2344,109,Algorithms,0.763,589,FALSE,Stack;Tree;Depth-First Search;,TRUE,FALSE,76.34475504,305534,400203,21.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,N-ary Tree Postorder Traversal,n-ary-tree-postorder-traversal,FALSE,Easy,1881,87,Algorithms,0.77,590,FALSE,Stack;Tree;Depth-First Search;,TRUE,FALSE,77.04736576,203949,264706,21.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Tag Validator,tag-validator,FALSE,Hard,145,602,Algorithms,0.37,591,FALSE,String;Stack;,TRUE,FALSE,36.97684975,12219,33045,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,Fraction Addition and Subtraction,fraction-addition-and-subtraction,FALSE,Medium,327,467,Algorithms,0.52,592,FALSE,Math;String;Simulation;,TRUE,FALSE,52.01913582,30555,58738,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,Valid Square,valid-square,FALSE,Medium,793,819,Algorithms,0.441,593,FALSE,Math;Geometry;,TRUE,FALSE,44.07745985,90454,205216,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,Longest Harmonious Subsequence,longest-harmonious-subsequence,FALSE,Easy,1717,164,Algorithms,0.531,594,FALSE,Array;Hash Table;Sorting;,TRUE,FALSE,53.11543829,124467,234333,10.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,Big Countries,big-countries,FALSE,Easy,1300,1020,Database,0.74,595,FALSE,Database;,TRUE,FALSE,74.00472759,435796,588876,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,Classes More Than 5 Students,classes-more-than-5-students,FALSE,Easy,572,962,Database,0.462,596,FALSE,Database;,TRUE,FALSE,46.20041526,203376,440205,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,Friend Requests I: Overall Acceptance Rate,friend-requests-i-overall-acceptance-rate,TRUE,Easy,264,656,Database,0.429,597,TRUE,Database;,TRUE,FALSE,42.85781424,63835,148946,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,Range Addition II,range-addition-ii,FALSE,Easy,724,845,Algorithms,0.55,598,FALSE,Array;Math;,TRUE,FALSE,54.97279854,82960,150911,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,Minimum Index Sum of Two Lists,minimum-index-sum-of-two-lists,FALSE,Easy,1466,351,Algorithms,0.527,599,FALSE,Array;Hash Table;String;,TRUE,FALSE,52.67314137,169755,322280,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,Non-negative Integers without Consecutive Ones,non-negative-integers-without-consecutive-ones,FALSE,Hard,1194,118,Algorithms,0.39,600,FALSE,Dynamic Programming;,TRUE,FALSE,38.96492832,32397,83144,10.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,Human Traffic of Stadium,human-traffic-of-stadium,FALSE,Hard,426,512,Database,0.506,601,FALSE,Database;,TRUE,FALSE,50.58069742,69944,138282,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,Friend Requests II: Who Has the Most Friends,friend-requests-ii-who-has-the-most-friends,TRUE,Medium,262,75,Database,0.613,602,TRUE,Database;,FALSE,FALSE,61.27238043,53318,87018,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,Consecutive Available Seats,consecutive-available-seats,TRUE,Easy,527,51,Database,0.682,603,TRUE,Database;,TRUE,FALSE,68.20754229,65926,96655,10.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,Design Compressed String Iterator,design-compressed-string-iterator,TRUE,Easy,387,133,Algorithms,0.393,604,TRUE,Array;Hash Table;String;Design;Iterator;,TRUE,FALSE,39.33870284,27840,70770,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,Can Place Flowers,can-place-flowers,FALSE,Easy,3206,686,Algorithms,0.33,605,FALSE,Array;Greedy;,TRUE,FALSE,33.00937723,321912,975219,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,Construct String from Binary Tree,construct-string-from-binary-tree,FALSE,Easy,2353,2848,Algorithms,0.635,606,FALSE,String;Tree;Depth-First Search;Binary Tree;,TRUE,FALSE,63.51673665,202391,318642,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,Sales Person,sales-person,FALSE,Easy,563,67,Database,0.72,607,FALSE,Database;,TRUE,FALSE,72.0086619,97763,135766,8.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,Tree Node,tree-node,FALSE,Medium,716,47,Database,0.752,608,FALSE,Database;,TRUE,FALSE,75.18724351,84826,112820,15.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,Find Duplicate File in System,find-duplicate-file-in-system,FALSE,Medium,1406,1587,Algorithms,0.678,609,FALSE,Array;Hash Table;String;,TRUE,FALSE,67.81875045,139866,206235,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,Triangle Judgement,triangle-judgement,TRUE,Easy,224,57,Database,0.71,610,TRUE,Database;,TRUE,FALSE,71.01065859,55830,78622,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,Valid Triangle Number,valid-triangle-number,FALSE,Medium,2957,165,Algorithms,0.503,611,FALSE,Array;Two Pointers;Binary Search;Greedy;Sorting;,TRUE,FALSE,50.27199695,153127,304597,17.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,Shortest Distance in a Plane,shortest-distance-in-a-plane,TRUE,Medium,186,64,Database,0.635,612,TRUE,Database;,TRUE,FALSE,63.46099291,33555,52875,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,Shortest Distance in a Line,shortest-distance-in-a-line,TRUE,Easy,274,37,Database,0.815,613,TRUE,Database;,TRUE,FALSE,81.46295449,56998,69968,7.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,Second Degree Follower,second-degree-follower,TRUE,Medium,129,716,Database,0.368,614,TRUE,Database;,FALSE,FALSE,36.82313797,43937,119319,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,Average Salary: Departments VS Company,average-salary-departments-vs-company,TRUE,Hard,195,66,Database,0.572,615,TRUE,Database;,TRUE,FALSE,57.24526767,29546,51613,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Add Bold Tag in String,add-bold-tag-in-string,TRUE,Medium,953,166,Algorithms,0.486,616,TRUE,Array;Hash Table;String;Trie;String Matching;,FALSE,FALSE,48.60406785,80030,164657,5.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,Merge Two Binary Trees,merge-two-binary-trees,FALSE,Easy,7363,259,Algorithms,0.785,617,FALSE,Tree;Depth-First Search;Breadth-First Search;Binary Tree;,TRUE,FALSE,78.46665006,623706,794869,28.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,Students Report By Geography,students-report-by-geography,TRUE,Hard,135,147,Database,0.641,618,TRUE,Database;,TRUE,FALSE,64.10794087,18649,29090,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,Biggest Single Number,biggest-single-number,TRUE,Easy,141,120,Database,0.487,619,TRUE,Database;,TRUE,FALSE,48.65694481,53419,109787,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,Not Boring Movies,not-boring-movies,FALSE,Easy,568,376,Database,0.733,620,FALSE,Database;,TRUE,FALSE,73.30772838,206329,281456,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,Task Scheduler,task-scheduler,FALSE,Medium,7427,1461,Algorithms,0.556,621,FALSE,Array;Hash Table;Greedy;Sorting;Heap (Priority Queue);Counting;,TRUE,FALSE,55.55319709,382110,687827,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,Design Circular Queue,design-circular-queue,FALSE,Medium,2815,231,Algorithms,0.518,622,FALSE,Array;Linked List;Design;Queue;,TRUE,FALSE,51.80415704,240363,463983,12.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,Add One Row to Tree,add-one-row-to-tree,FALSE,Medium,1446,181,Algorithms,0.543,623,FALSE,Tree;Depth-First Search;Breadth-First Search;Binary Tree;,TRUE,FALSE,54.30713647,89887,165516,7.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,Maximum Distance in Arrays,maximum-distance-in-arrays,TRUE,Medium,605,62,Algorithms,0.417,624,TRUE,Array;Greedy;,TRUE,FALSE,41.68835656,36198,86830,9.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,Minimum Factorization,minimum-factorization,TRUE,Medium,120,106,Algorithms,0.334,625,TRUE,Math;Greedy;,TRUE,FALSE,33.39349017,10362,31030,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,Exchange Seats,exchange-seats,FALSE,Medium,810,390,Database,0.705,626,FALSE,Database;,TRUE,FALSE,70.49659495,116975,165930,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,Swap Salary,swap-salary,FALSE,Easy,1215,537,Database,0.826,627,FALSE,Database;,TRUE,FALSE,82.62400112,260761,315600,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,Maximum Product of Three Numbers,maximum-product-of-three-numbers,FALSE,Easy,3210,562,Algorithms,0.465,628,FALSE,Array;Math;Sorting;,TRUE,FALSE,46.46899108,234981,505674,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,K Inverse Pairs Array,k-inverse-pairs-array,FALSE,Hard,1841,212,Algorithms,0.431,629,FALSE,Dynamic Programming;,TRUE,FALSE,43.06376681,56451,131087,8.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,Course Schedule III,course-schedule-iii,FALSE,Hard,3306,86,Algorithms,0.402,630,FALSE,Array;Greedy;Heap (Priority Queue);,TRUE,FALSE,40.15572538,97472,242735,38.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,Design Excel Sum Formula,design-excel-sum-formula,TRUE,Hard,200,235,Algorithms,0.432,631,TRUE,Graph;Design;Topological Sort;,TRUE,FALSE,43.22900737,12721,29427,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,Smallest Range Covering Elements from K Lists,smallest-range-covering-elements-from-k-lists,FALSE,Hard,2603,44,Algorithms,0.602,632,FALSE,Array;Hash Table;Greedy;Sliding Window;Sorting;Heap (Priority Queue);,TRUE,FALSE,60.21264066,75661,125657,59.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,Sum of Square Numbers,sum-of-square-numbers,FALSE,Medium,1754,491,Algorithms,0.347,633,FALSE,Math;Two Pointers;Binary Search;,TRUE,FALSE,34.68940471,153212,441668,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,Find the Derangement of An Array,find-the-derangement-of-an-array,TRUE,Medium,193,154,Algorithms,0.418,634,TRUE,Math;Dynamic Programming;,TRUE,FALSE,41.80037599,9561,22873,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,Design Log Storage System,design-log-storage-system,TRUE,Medium,440,187,Algorithms,0.627,635,TRUE,Hash Table;String;Design;Ordered Set;,TRUE,FALSE,62.66718888,32001,51065,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,Exclusive Time of Functions,exclusive-time-of-functions,FALSE,Medium,1713,2526,Algorithms,0.61,636,FALSE,Array;Stack;,FALSE,FALSE,60.95673151,182947,300126,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,Average of Levels in Binary Tree,average-of-levels-in-binary-tree,FALSE,Easy,4309,276,Algorithms,0.716,637,FALSE,Tree;Depth-First Search;Breadth-First Search;Binary Tree;,TRUE,FALSE,71.55573794,362696,506872,15.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,Shopping Offers,shopping-offers,FALSE,Medium,1166,676,Algorithms,0.544,638,FALSE,Array;Dynamic Programming;Backtracking;Bit Manipulation;Memoization;Bitmask;,TRUE,FALSE,54.44236063,49640,91179,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,Decode Ways II,decode-ways-ii,FALSE,Hard,1258,772,Algorithms,0.304,639,FALSE,String;Dynamic Programming;,TRUE,FALSE,30.4289133,64467,211861,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,Solve the Equation,solve-the-equation,FALSE,Medium,385,743,Algorithms,0.433,640,FALSE,Math;String;Simulation;,TRUE,FALSE,43.30933055,34042,78602,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,Design Circular Deque,design-circular-deque,FALSE,Medium,867,67,Algorithms,0.577,641,FALSE,Array;Linked List;Design;Queue;,FALSE,FALSE,57.67562476,49597,85993,12.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,Design Search Autocomplete System,design-search-autocomplete-system,TRUE,Hard,1921,134,Algorithms,0.487,642,TRUE,String;Design;Trie;Data Stream;,FALSE,FALSE,48.66679266,123601,253974,14.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,Maximum Average Subarray I,maximum-average-subarray-i,FALSE,Easy,1931,173,Algorithms,0.439,643,FALSE,Array;Sliding Window;,TRUE,FALSE,43.89795389,167578,381747,11.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,Maximum Average Subarray II,maximum-average-subarray-ii,TRUE,Hard,561,64,Algorithms,0.357,644,TRUE,Array;Binary Search;Prefix Sum;,TRUE,TRUE,35.65645969,18014,50521,8.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,Set Mismatch,set-mismatch,FALSE,Easy,2301,605,Algorithms,0.414,645,FALSE,Array;Hash Table;Bit Manipulation;Sorting;,TRUE,FALSE,41.35456603,187470,453320,3.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,Maximum Length of Pair Chain,maximum-length-of-pair-chain,FALSE,Medium,2632,106,Algorithms,0.563,646,FALSE,Array;Dynamic Programming;Greedy;Sorting;,TRUE,FALSE,56.34617594,122629,217634,24.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,Palindromic Substrings,palindromic-substrings,FALSE,Medium,8122,176,Algorithms,0.662,647,FALSE,String;Dynamic Programming;,TRUE,FALSE,66.24403132,509979,769850,46.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,Replace Words,replace-words,FALSE,Medium,1755,159,Algorithms,0.626,648,FALSE,Array;Hash Table;String;Trie;,TRUE,FALSE,62.59495911,107856,172309,11.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,Dota2 Senate,dota2-senate,FALSE,Medium,475,332,Algorithms,0.403,649,FALSE,String;Greedy;Queue;,FALSE,FALSE,40.33757716,20911,51840,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,2 Keys Keyboard,2-keys-keyboard,FALSE,Medium,2862,172,Algorithms,0.531,650,FALSE,Math;Dynamic Programming;,TRUE,FALSE,53.07991745,108541,204486,16.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,4 Keys Keyboard,4-keys-keyboard,TRUE,Medium,536,75,Algorithms,0.544,651,TRUE,Math;Dynamic Programming;,TRUE,FALSE,54.37668955,22730,41801,7.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,Find Duplicate Subtrees,find-duplicate-subtrees,FALSE,Medium,3742,324,Algorithms,0.564,652,FALSE,Hash Table;Tree;Depth-First Search;Binary Tree;,FALSE,FALSE,56.43001032,172278,305295,11.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,Two Sum IV - Input is a BST,two-sum-iv-input-is-a-bst,FALSE,Easy,4484,215,Algorithms,0.594,653,FALSE,Hash Table;Two Pointers;Tree;Depth-First Search;Breadth-First Search;Binary Search Tree;Binary Tree;,TRUE,FALSE,59.42209499,359715,605356,20.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,Maximum Binary Tree,maximum-binary-tree,FALSE,Medium,4190,307,Algorithms,0.844,654,FALSE,Array;Divide and Conquer;Stack;Tree;Monotonic Stack;Binary Tree;,TRUE,FALSE,84.35422602,234496,277990,13.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,Print Binary Tree,print-binary-tree,FALSE,Medium,271,307,Algorithms,0.612,655,FALSE,Tree;Depth-First Search;Breadth-First Search;Binary Tree;,FALSE,FALSE,61.20203594,55793,91162,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
