questionId,title,titleSlug,isPaidOnly,difficulty,likes,dislikes,categoryTitle,acRate,frontendQuestionId,paidOnly,topicTags,hasSolution,hasVideoSolution,acRateRaw,totalAccepted,totalSubmission,likes ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610,XOR Operation in an Array,xor-operation-in-an-array,FALSE,Easy,979,304,Algorithms,0.841,1486,FALSE,Math;Bit Manipulation;,FALSE,FALSE,84.14833756,136236,161900,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,Average Salary Excluding the Minimum and Maximum Salary,average-salary-excluding-the-minimum-and-maximum-salary,FALSE,Easy,941,112,Algorithms,0.632,1491,FALSE,Array;Sorting;,FALSE,FALSE,63.20663275,151937,240379,8.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,Friendly Movies Streamed Last Month,friendly-movies-streamed-last-month,TRUE,Easy,62,10,Database,0.499,1495,TRUE,Database;,FALSE,FALSE,49.8577557,22082,44290,6.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,Path Crossing,path-crossing,FALSE,Easy,542,10,Algorithms,0.558,1496,FALSE,Hash Table;String;,FALSE,FALSE,55.8189625,39910,71499,54.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,Can Make Arithmetic Progression From Sequence,can-make-arithmetic-progression-from-sequence,FALSE,Easy,849,53,Algorithms,0.683,1502,FALSE,Array;Sorting;,FALSE,FALSE,68.32330817,105180,153945,16.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,Reformat Date,reformat-date,FALSE,Easy,300,366,Algorithms,0.624,1507,FALSE,String;,FALSE,FALSE,62.41814596,47469,76050,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654,Customer Order Frequency,customer-order-frequency,TRUE,Easy,258,54,Database,0.731,1511,TRUE,Database;,FALSE,FALSE,73.06977377,32234,44114,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,Number of Good Pairs,number-of-good-pairs,FALSE,Easy,3096,162,Algorithms,0.882,1512,FALSE,Array;Hash Table;Math;Counting;,FALSE,FALSE,88.1623517,355270,402973,19.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,Find Users With Valid E-Mails,find-users-with-valid-e-mails,TRUE,Easy,108,92,Database,0.573,1517,TRUE,Database;,FALSE,FALSE,57.34743516,20984,36591,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,Water Bottles,water-bottles,FALSE,Easy,756,58,Algorithms,0.603,1518,FALSE,Math;Simulation;,FALSE,FALSE,60.30804648,55013,91220,13.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,Count Odd Numbers in an Interval Range,count-odd-numbers-in-an-interval-range,FALSE,Easy,1077,80,Algorithms,0.464,1523,FALSE,Math;,FALSE,FALSE,46.39956003,143419,309091,13.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,Patients With a Condition,patients-with-a-condition,FALSE,Easy,226,273,Database,0.43,1527,FALSE,Database;,FALSE,FALSE,42.96834954,62869,146314,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,Shuffle String,shuffle-string,FALSE,Easy,1813,305,Algorithms,0.857,1528,FALSE,Array;String;,FALSE,FALSE,85.73596252,245785,286677,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,Count Good Triplets,count-good-triplets,FALSE,Easy,504,989,Algorithms,0.808,1534,FALSE,Array;Enumeration;,FALSE,FALSE,80.80825337,85140,105358,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,Kth Missing Positive Number,kth-missing-positive-number,FALSE,Easy,3169,226,Algorithms,0.558,1539,FALSE,Array;Binary Search;,TRUE,FALSE,55.84604937,195725,350474,14.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,Fix Product Name Format,fix-product-name-format,TRUE,Easy,64,39,Database,0.624,1543,TRUE,Database;,FALSE,FALSE,62.42298152,15602,24994,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,Make The String Great,make-the-string-great,FALSE,Easy,840,54,Algorithms,0.569,1544,FALSE,String;Stack;,TRUE,FALSE,56.8993187,56371,99072,15.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,Three Consecutive Odds,three-consecutive-odds,FALSE,Easy,439,49,Algorithms,0.637,1550,FALSE,Array;,FALSE,FALSE,63.68352789,57445,90202,8.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,Thousand Separator,thousand-separator,FALSE,Easy,364,16,Algorithms,0.552,1556,FALSE,String;,FALSE,FALSE,55.19447743,37179,67357,22.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,Most Visited Sector in  a Circular Track,most-visited-sector-in-a-circular-track,FALSE,Easy,235,485,Algorithms,0.584,1560,FALSE,Array;Simulation;,FALSE,FALSE,58.38936055,23796,40754,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,Unique Orders and Customers Per Month,unique-orders-and-customers-per-month,TRUE,Easy,58,37,Database,0.836,1565,TRUE,Database;,FALSE,FALSE,83.59965937,16689,19963,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,Detect Pattern of Length M Repeated K or More Times,detect-pattern-of-length-m-repeated-k-or-more-times,FALSE,Easy,526,95,Algorithms,0.436,1566,FALSE,Array;Enumeration;,FALSE,FALSE,43.61464994,26806,61461,5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,Warehouse Manager,warehouse-manager,TRUE,Easy,113,9,Database,0.901,1571,TRUE,Database;,FALSE,FALSE,90.0838855,27598,30636,12.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,Matrix Diagonal Sum,matrix-diagonal-sum,FALSE,Easy,1576,23,Algorithms,0.797,1572,FALSE,Array;Matrix;,FALSE,FALSE,79.65720055,140436,176303,68.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,Replace All ?'s to Avoid Consecutive Repeating Characters,replace-all-s-to-avoid-consecutive-repeating-characters,FALSE,Easy,437,150,Algorithms,0.492,1576,FALSE,String;,FALSE,FALSE,49.23245166,48171,97842,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,Customer Who Visited but Did Not Make Any Transactions,customer-who-visited-but-did-not-make-any-transactions,FALSE,Easy,334,66,Database,0.893,1581,FALSE,Database;,FALSE,FALSE,89.25496715,56911,63762,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,Special Positions in a Binary Matrix,special-positions-in-a-binary-matrix,FALSE,Easy,523,19,Algorithms,0.654,1582,FALSE,Array;Matrix;,FALSE,FALSE,65.3682199,35575,54423,27.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,Bank Account Summary II,bank-account-summary-ii,FALSE,Easy,223,4,Database,0.905,1587,FALSE,Database;,FALSE,FALSE,90.48483891,45835,50655,55.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,Sum of All Odd Length Subarrays,sum-of-all-odd-length-subarrays,FALSE,Easy,2575,196,Algorithms,0.837,1588,FALSE,Array;Math;Prefix Sum;,FALSE,FALSE,83.66076509,124984,149394,13.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,Rearrange Spaces Between Words,rearrange-spaces-between-words,FALSE,Easy,320,274,Algorithms,0.438,1592,FALSE,String;,FALSE,FALSE,43.79039465,42142,96236,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,Crawler Log Folder,crawler-log-folder,FALSE,Easy,644,45,Algorithms,0.643,1598,FALSE,Array;String;Stack;,FALSE,FALSE,64.28901675,50056,77862,14.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,Design Parking System,design-parking-system,FALSE,Easy,854,324,Algorithms,0.88,1603,FALSE,Design;Simulation;Counting;,FALSE,FALSE,88.03735004,148960,169202,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,Sellers With No Sales,sellers-with-no-sales,TRUE,Easy,79,10,Database,0.552,1607,TRUE,Database;,FALSE,FALSE,55.23198281,19535,35369,7.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,Special Array With X Elements Greater Than or Equal X,special-array-with-x-elements-greater-than-or-equal-x,FALSE,Easy,1076,172,Algorithms,0.601,1608,FALSE,Array;Binary Search;Sorting;,FALSE,FALSE,60.05350129,53204,88595,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,Maximum Nesting Depth of the Parentheses,maximum-nesting-depth-of-the-parentheses,FALSE,Easy,1090,198,Algorithms,0.827,1614,FALSE,String;Stack;,FALSE,FALSE,82.70558694,105400,127440,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,Mean of Array After Removing Some Elements,mean-of-array-after-removing-some-elements,FALSE,Easy,329,91,Algorithms,0.645,1619,FALSE,Array;Sorting;,FALSE,FALSE,64.54916313,38449,59566,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,All Valid Triplets That Can Represent a Country,all-valid-triplets-that-can-represent-a-country,TRUE,Easy,58,111,Database,0.882,1623,TRUE,Database;,FALSE,FALSE,88.15911193,15248,17296,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,Largest Substring Between Two Equal Characters,largest-substring-between-two-equal-characters,FALSE,Easy,460,27,Algorithms,0.59,1624,FALSE,Hash Table;String;,FALSE,FALSE,59.01320095,36970,62647,17.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,Slowest Key,slowest-key,FALSE,Easy,603,92,Algorithms,0.594,1629,FALSE,Array;String;,TRUE,FALSE,59.39645492,83572,140702,6.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,Percentage of Users Attended a Contest,percentage-of-users-attended-a-contest,TRUE,Easy,73,20,Database,0.689,1633,TRUE,Database;,FALSE,FALSE,68.90571753,18198,26410,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,Sort Array by Increasing Frequency,sort-array-by-increasing-frequency,FALSE,Easy,1837,68,Algorithms,0.685,1636,FALSE,Array;Hash Table;Sorting;,FALSE,FALSE,68.5237459,77435,113006,27.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,Check Array Formation Through Concatenation,check-array-formation-through-concatenation,FALSE,Easy,744,122,Algorithms,0.561,1640,FALSE,Array;Hash Table;,TRUE,FALSE,56.05827257,71342,127264,6.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,Get Maximum in Generated Array,get-maximum-in-generated-array,FALSE,Easy,500,684,Algorithms,0.502,1646,FALSE,Array;Dynamic Programming;Simulation;,TRUE,FALSE,50.22356421,73685,146714,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,Defuse the Bomb,defuse-the-bomb,FALSE,Easy,501,48,Algorithms,0.611,1652,FALSE,Array;,FALSE,FALSE,61.069071,26551,43477,10.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,Design an Ordered Stream,design-an-ordered-stream,FALSE,Easy,304,2343,Algorithms,0.852,1656,FALSE,Array;Hash Table;Design;Data Stream;,FALSE,FALSE,85.18202689,51942,60978,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,Average Time of Process per Machine,average-time-of-process-per-machine,TRUE,Easy,102,20,Database,0.795,1661,TRUE,Database;,FALSE,FALSE,79.45766511,18431,23196,5.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,Check If Two String Arrays are Equivalent,check-if-two-string-arrays-are-equivalent,FALSE,Easy,1032,121,Algorithms,0.818,1662,FALSE,Array;String;,TRUE,FALSE,81.7960395,167578,204873,8.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,Fix Names in a Table,fix-names-in-a-table,FALSE,Easy,355,59,Database,0.668,1667,FALSE,Database;,FALSE,FALSE,66.80112106,60778,90984,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,Maximum Repeating Substring,maximum-repeating-substring,FALSE,Easy,464,160,Algorithms,0.396,1668,FALSE,String;String Matching;,FALSE,FALSE,39.60910373,29203,73727,2.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,Richest Customer Wealth,richest-customer-wealth,FALSE,Easy,2595,296,Algorithms,0.885,1672,FALSE,Array;Matrix;,TRUE,FALSE,88.49026145,428095,483779,8.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,Product's Worth Over Invoices,products-worth-over-invoices,TRUE,Easy,26,112,Database,0.394,1677,TRUE,Database;,FALSE,FALSE,39.43543093,12615,31989,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,Goal Parser Interpretation,goal-parser-interpretation,FALSE,Easy,970,72,Algorithms,0.859,1678,FALSE,String;,FALSE,FALSE,85.94599565,140204,163131,13.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,Invalid Tweets,invalid-tweets,TRUE,Easy,70,78,Database,0.91,1683,TRUE,Database;,FALSE,FALSE,91.01103355,20209,22205,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,Count the Number of Consistent Strings,count-the-number-of-consistent-strings,FALSE,Easy,1152,50,Algorithms,0.818,1684,FALSE,Array;Hash Table;String;Bit Manipulation;,FALSE,FALSE,81.82960851,106760,130468,23.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,Count of Matches in Tournament,count-of-matches-in-tournament,FALSE,Easy,735,129,Algorithms,0.831,1688,FALSE,Math;Simulation;,FALSE,FALSE,83.14719864,80108,96344,5.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,Daily Leads and Partners,daily-leads-and-partners,FALSE,Easy,255,19,Database,0.904,1693,FALSE,Database;,FALSE,FALSE,90.38198143,47509,52565,13.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,Reformat Phone Number,reformat-phone-number,FALSE,Easy,241,174,Algorithms,0.647,1694,FALSE,String;,FALSE,FALSE,64.74139949,27664,42730,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,Number of Students Unable to Eat Lunch,number-of-students-unable-to-eat-lunch,FALSE,Easy,1026,60,Algorithms,0.677,1700,FALSE,Array;Stack;Queue;Simulation;,FALSE,FALSE,67.69440802,50079,73976,17.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,Determine if String Halves Are Alike,determine-if-string-halves-are-alike,FALSE,Easy,624,41,Algorithms,0.775,1704,FALSE,String;Counting;,TRUE,FALSE,77.45002816,94891,122519,15.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,Largest Subarray Length K,largest-subarray-length-k,TRUE,Easy,79,95,Algorithms,0.634,1708,TRUE,Array;Greedy;,FALSE,FALSE,63.38280705,6363,10039,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,Maximum Units on a Truck,maximum-units-on-a-truck,FALSE,Easy,3133,175,Algorithms,0.74,1710,FALSE,Array;Greedy;Sorting;,TRUE,FALSE,74.04230972,241989,326824,17.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,Calculate Money in Leetcode Bank,calculate-money-in-leetcode-bank,FALSE,Easy,494,16,Algorithms,0.651,1716,FALSE,Math;,FALSE,FALSE,65.09518798,34022,52265,30.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,Decode XORed Array,decode-xored-array,FALSE,Easy,1021,168,Algorithms,0.859,1720,FALSE,Array;Bit Manipulation;,FALSE,FALSE,85.93528894,89877,104586,6.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,Number Of Rectangles That Can Form The Largest Square,number-of-rectangles-that-can-form-the-largest-square,FALSE,Easy,418,46,Algorithms,0.787,1725,FALSE,Array;,FALSE,FALSE,78.687503,49245,62583,9.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,Find Followers Count,find-followers-count,FALSE,Easy,177,15,Database,0.716,1729,FALSE,Database;,FALSE,FALSE,71.63092625,38178,53298,11.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,The Number of Employees Which Report to Each Employee,the-number-of-employees-which-report-to-each-employee,TRUE,Easy,81,18,Database,0.512,1731,TRUE,Database;,FALSE,FALSE,51.16554172,14706,28742,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,Find the Highest Altitude,find-the-highest-altitude,FALSE,Easy,1032,91,Algorithms,0.787,1732,FALSE,Array;Prefix Sum;,FALSE,FALSE,78.66520692,89816,114175,11.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,Latest Time by Replacing Hidden Digits,latest-time-by-replacing-hidden-digits,FALSE,Easy,255,130,Algorithms,0.422,1736,FALSE,String;Greedy;,FALSE,FALSE,42.15634316,25453,60378,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,Find Total Time Spent by Each Employee,find-total-time-spent-by-each-employee,FALSE,Easy,327,7,Database,0.921,1741,FALSE,Database;,FALSE,FALSE,92.06181126,51293,55716,46.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,Maximum Number of Balls in a Box,maximum-number-of-balls-in-a-box,FALSE,Easy,449,103,Algorithms,0.739,1742,FALSE,Hash Table;Math;Counting;,FALSE,FALSE,73.86720428,44700,60514,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848,Sum of Unique Elements,sum-of-unique-elements,FALSE,Easy,939,19,Algorithms,0.756,1748,FALSE,Array;Hash Table;Counting;,FALSE,FALSE,75.60868825,93254,123336,49.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,Check if Array Is Sorted and Rotated,check-if-array-is-sorted-and-rotated,FALSE,Easy,1065,58,Algorithms,0.492,1752,FALSE,Array;,FALSE,FALSE,49.1519858,55377,112667,18.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,Recyclable and Low Fat Products,recyclable-and-low-fat-products,FALSE,Easy,571,66,Database,0.939,1757,FALSE,Database;,FALSE,FALSE,93.93820167,174272,185513,8.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,Minimum Changes To Make Alternating Binary String,minimum-changes-to-make-alternating-binary-string,FALSE,Easy,457,15,Algorithms,0.584,1758,FALSE,String;,FALSE,FALSE,58.39213901,30782,52716,30.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,Longest Nice Substring,longest-nice-substring,FALSE,Easy,804,579,Algorithms,0.618,1763,FALSE,Hash Table;String;Divide and Conquer;Bit Manipulation;Sliding Window;,FALSE,FALSE,61.78129438,30452,49290,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,Merge Strings Alternately,merge-strings-alternately,FALSE,Easy,754,15,Algorithms,0.759,1768,FALSE,Two Pointers;String;,FALSE,FALSE,75.9069934,76324,100550,50.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
